Player,Pos,Team,Total Value,APY,TotalGuaranteed,AVGGuranteeYear, %Guaranteed,,23624.82895,456 IN LOWER CLASS,,23.218,,,,
Del'Shawn Phillips,LB,Texans,2600000,2600000,2300000,2300000,0.89,,,,,,,,,
Mack Hollins,WR,Bills,2600000,2600000,1100000,1100000,0.42,,,,,,,,,
Mitchell Trubisky,QB,Bills,5250000,2625000,2710000,1355000,0.52,,,,,,,,,
Montravius Adams,IDL,Steelers,5250000,2625000,1750000,875000,0.33,,,,,,,,,
Easton Stick,QB,Chargers,2667500,2667500,1414700,1414700,0.53,,,,,,,,,
A.J. Dillon,RB,Packers,2742500,2742500,167500,167500,0.06,,,,,,,,,
Akeem Davis-Gaither,LB,Bengals,2742500,2742500,675500,675500,0.25,,,,,,,,,
Ashtyn Davis,S,Jets,2742500,2742500,167500,167500,0.06,,,,,,,,,
Malik Harrison,LB,Ravens,2742500,2742500,2742500,2742500,1,,,,,,,,,
Tershawn Wharton,IDL,Chiefs,2742500,2742500,2742500,2742500,1,,,,,,,,,
Daniel Brunskill,RG,Titans,5500000,2750000,1500000,750000,0.27,,,,,,,,,
DeeJay Dallas,RB,Cardinals,8250000,2750000,2395000,798333,0.29,,,,,,,,,
Jerry Tillery,IDL,Vikings,2750000,2750000,1470000,1470000,0.54,,,,,,,,,
John Jenkins,IDL,Raiders,2750000,2750000,2210000,2210000,0.8,,,,,,,,,
Jon Feliciano,LG,49ers,2750000,2750000,2150000,2150000,0.78,,,,,,,,,
Mekhi Becton,RT,Eagles,2750000,2750000,2750000,2750000,1,,,,,,,,,
Joe Tryon-Shoyinka,EDGE,Buccaneers,11171244,2792811,10690907,2672727,0.96,,,,,,,,,
C.J. Ham,FB,Vikings,5600000,2800000,3300000,1650000,0.59,,,,,,,,,
Cornelius Lucas,LT,Commanders,2800000,2800000,2210000,2210000,0.79,,,,,,,,,
Mike Edwards,S,Bills,2800000,2800000,1600000,1600000,0.57,,,,,,,,,
Mitch Wishnowsky,P,49ers,11200000,2800000,3661389,915347,0.33,,,,,,,,,
Jourdan Lewis,CB,Cowboys,2827500,2827500,2827500,2827500,1,,,,,,,,,
Odafe Oweh,EDGE,Ravens,11342390,2835597,10985701,2746425,0.97,,,,,,,,,
Mason Rudolph,QB,Titans,2870000,2870000,2700000,2700000,0.94,,,,,,,,,
Cedrick Wilson Jr.,WR,Saints,5750000,2875000,2850000,1425000,0.5,,,,,,,,,
Emmanuel Moseley,CB,Lions,2875000,2875000,1000000,1000000,0.35,,,,,,,,,
Bradley Pinion,P,Falcons,8650000,2883333,4325000,1441667,0.5,,,,,,,,,
Gregory Rousseau,EDGE,Bills,11608190,2902048,11367075,2841769,0.98,,,,,,,,,
Daxton Hill,S,Bengals,11667018,2916755,11667018,2916755,1,,,,,,,,,
Felix Anudike-Uzomah,EDGE,Chiefs,11817820,2954455,11817820,2954455,1,,,,,,,,,
Eric Stokes,CB,Packers,11925514,2981379,11834066,2958517,0.99,,,,,,,,,
George Karlaftis,EDGE,Chiefs,11935476,2983869,11935476,2983869,1,,,,,,,,,
Michael Hoecht,EDGE,Rams,2985000,2985000,0,0,0,,,,,,,,,
Nick McCloud,CB,Giants,2985000,2985000,0,0,0,,,,,,,,,
Nolan Smith,EDGE,Eagles,11992416,2998104,11992416,2998104,1,,,,,,,,,
A.J. Cole,P,Raiders,12000000,3000000,3500000,875000,0.29,,,,,,,,,
Austin Hooper,TE,Patriots,3000000,3000000,2410000,2410000,0.8,,,,,,,,,
Ben Bredeson,LG,Buccaneers,3000000,3000000,1750000,1750000,0.58,,,,,,,,,
Bryan Anger,P,Cowboys,9000000,3000000,3800000,1266667,0.42,,,,,,,,,
Bud Dupree,EDGE,Chargers,6000000,3000000,2745000,1372500,0.46,,,,,,,,,
Cameron Johnston,P,Steelers,9000000,3000000,2875000,958333,0.32,,,,,,,,,
Coleman Shelton,C,Bears,3000000,3000000,1750000,1750000,0.58,,,,,,,,,
Cordarrelle Patterson,WR,Steelers,6000000,3000000,1900000,950000,0.32,,,,,,,,,
D.J. Chark,WR,Chargers,3000000,3000000,2065000,2065000,0.69,,,,,,,,,
Damontae Kazee,S,Steelers,6000000,3000000,1750000,875000,0.29,,,,,,,,,
David Edwards,LG,Bills,6000000,3000000,2950000,1475000,0.49,,,,,,,,,
DeShon Elliott,S,Steelers,6000000,3000000,1500000,750000,0.25,,,,,,,,,
Eric Kendricks,LB,Cowboys,3000000,3000000,2500000,2500000,0.83,,,,,,,,,
Isaac Yiadom,CB,49ers,3000000,3000000,1375000,1375000,0.46,,,,,,,,,
Jeremy Reaves,S,Commanders,6000000,3000000,2625000,1312500,0.44,,,,,,,,,
John Cominsky,IDL,Lions,3000000,3000000,500000,500000,0.17,,,,,,,,,
Joshua Uche,EDGE,Patriots,3000000,3000000,2300000,2300000,0.77,,,,,,,,,
Logan Cooke,P,Jaguars,12000000,3000000,6000000,1500000,0.5,,,,,,,,,
M.J. Stewart,S,Texans,6000000,3000000,3000000,1500000,0.5,,,,,,,,,
Odell Beckham Jr.,WR,Dolphins,3000000,3000000,3000000,3000000,1,,,,,,,,,
Quandre Diggs,S,Titans,3000000,3000000,2745000,2745000,0.92,,,,,,,,,
Solomon Thomas,EDGE,Jets,3000000,3000000,2490000,2490000,0.83,,,,,,,,,
Tim Settle,IDL,Texans,6000000,3000000,3250000,1625000,0.54,,,,,,,,,
Tommy Townsend,P,Texans,6000000,3000000,2000000,1000000,0.33,,,,,,,,,
"Willie Gay, Jr.",LB,Saints,3000000,3000000,3000000,3000000,1,,,,,,,,,
Zach Ertz,TE,Commanders,3000000,3000000,1960000,1960000,0.65,,,,,,,,,
Cole Strange,LG,Patriots,12255972,3063993,12255972,3063993,1,,,,,,,,,
Bryan Bresee,IDL,Saints,12263552,3065888,12263552,3065888,1,,,,,,,,,
Xavier Legette,WR,Panthers,12357176,3089294,12357176,3089294,1,,,,,,,,,
Rashid Shaheed,WR,Saints,6185000,3092500,1000000,500000,0.16,,,,,,,,,
Shaq Thompson,LB,Panthers,3105000,3105000,1710000,1710000,0.55,,,,,,,,,
Case Keenum,QB,Texans,6250000,3125000,4000000,2000000,0.64,,,,,,,,,
Kristian Fulton,CB,Chargers,3125000,3125000,2445000,2445000,0.78,,,,,,,,,
Payton Turner,EDGE,Saints,12524736,3131184,12524736,3131184,1,,,,,,,,,
Ricky Pearsall,WR,49ers,12538398,3134600,12538398,3134600,1,,,,,,,,,
Darrell Taylor,EDGE,Bears,3136000,3136000,20000,20000,0.01,,,,,,,,,
Myles Murphy,EDGE,Bengals,12587256,3146814,12587256,3146814,1,,,,,,,,,
Blake Brandel,LT,Vikings,9500000,3166667,3100000,1033333,0.33,,,,,,,,,
Jimmy Garoppolo,QB,Rams,3178750,3178750,3178750,3178750,1,,,,,,,,,
Greg Newsome II,CB,Browns,12748754,3187189,12748754,3187189,1,,,,,,,,,
Andrew Wingard,S,Jaguars,9600000,3200000,4080000,1360000,0.43,,,,,,,,,
J.T. Gray,S,Saints,9600000,3200000,3500000,1166667,0.37,,,,,,,,,
Michael Davis,CB,Commanders,3200000,3200000,1380000,1380000,0.43,,,,,,,,,
Pharaoh Brown,TE,Seahawks,3200000,3200000,2690000,2690000,0.84,,,,,,,,,
Nate Wiggins,CB,Ravens,12819822,3204956,12819822,3204956,1,,,,,,,,,
Devonte Wyatt,IDL,Packers,12861182,3215296,12861182,3215296,1,,,,,,,,,
Justice Hill,RB,Ravens,6441176,3220588,4371324,2185662,0.68,,,,,,,,,
Travis Etienne,RB,Jaguars,12898112,3224528,12898112,3224528,1,,,,,,,,,
Devin Lloyd,LB,Jaguars,12936608,3234152,12936608,3234152,1,,,,,,,,,
Dante Fowler Jr.,EDGE,Commanders,3250000,3250000,1430000,1430000,0.44,,,,,,,,,
Emmanuel Ogbah,EDGE,Dolphins,3250000,3250000,2000000,2000000,0.62,,,,,,,,,
Gus Edwards,RB,Chargers,6500000,3250000,3375000,1687500,0.52,,,,,,,,,
Harrison Bryant,TE,Raiders,3250000,3250000,2878000,2878000,0.89,,,,,,,,,
Jordan Fuller,S,Panthers,3250000,3250000,3055000,3055000,0.94,,,,,,,,,
Miles Killebrew,S,Steelers,6500000,3250000,2090000,1045000,0.32,,,,,,,,,
Najee Harris,RB,Steelers,13047444,3261861,13047444,3261861,1,,,,,,,,,
Jermaine Johnson II,EDGE,Jets,13087444,3271861,13087444,3271861,1,,,,,,,,,
Tyler Guyton,LT,Cowboys,13155806,3288952,13155806,3288952,1,,,,,,,,,
Anton Harrison,RT,Jaguars,13198522,3299631,13198522,3299631,1,,,,,,,,,
Tyler Linderbaum,C,Ravens,13238294,3309574,13238294,3309574,1,,,,,,,,,
Tress Way,P,Commanders,13250000,3312500,6415000,1603750,0.48,,,,,,,,,
Mazi Smith,IDL,Cowboys,13274694,3318674,13274694,3318674,1,,,,,,,,,
Sione Takitaki,LB,Patriots,6645000,3322500,3125000,1562500,0.47,,,,,,,,,
Carson Wentz,QB,Chiefs,3325000,3325000,2200000,2200000,0.66,,,,,,,,,
Dennis Gardeck,EDGE,Cardinals,10000000,3333333,3250000,1083333,0.33,,,,,,,,,
Tyler Smith,LG,Cowboys,13389116,3347279,13389116,3347279,1,,,,,,,,,
Dalton Kincaid,TE,Bills,13427040,3356760,13427040,3356760,1,,,,,,,,,
Deonte Banks,CB,Giants,13579404,3394851,13579404,3394851,1,,,,,,,,,
Kwity Paye,EDGE,Colts,13644836,3411209,13644836,3411209,1,,,,,,,,,
Kaiir Elam,CB,Bills,13690812,3422703,13690812,3422703,1,,,,,,,,,
Jordan Addison,WR,Vikings,13731736,3432934,13731736,3432934,1,,,,,,,,,
Xavier Worthy,WR,Chiefs,13790264,3447566,13790264,3447566,1,,,,,,,,,
Jamin Davis,LB,Commanders,13794176,3448544,13794176,3448544,1,,,,,,,,,
Quay Walker,LB,Packers,13841644,3460411,13841644,3460411,1,,,,,,,,,
Darius Robinson,IDL,Cardinals,13869328,3467332,13869328,3467332,1,,,,,,,,,
Jack Fox,P,Lions,13965000,3491250,5895000,1473750,0.42,,,,,,,,,
Trent McDuffie,CB,Chiefs,13992484,3498121,13992484,3498121,1,,,,,,,,,
Austin Johnson,IDL,Bills,3500000,3500000,3045000,3045000,0.87,,,,,,,,,
Drew Sample,TE,Bengals,10500000,3500000,2350000,783333,0.22,,,,,,,,,
Elandon Roberts,LB,Steelers,7000000,3500000,2335000,1167500,0.33,,,,,,,,,
Greg Gaines,IDL,Buccaneers,3500000,3500000,3000000,3000000,0.86,,,,,,,,,
Jordan Elliott,IDL,49ers,7000000,3500000,2325000,1162500,0.33,,,,,,,,,
Malcolm Roach,IDL,Broncos,7000000,3500000,3000000,1500000,0.43,,,,,,,,,
Mike Hughes,CB,Falcons,7000000,3500000,3240000,1620000,0.46,,,,,,,,,
P.J. Locke,S,Broncos,7000000,3500000,3245000,1622500,0.46,,,,,,,,,
Robert Spillane,LB,Raiders,7000000,3500000,3045000,1522500,0.44,,,,,,,,,
Zack Baun,LB,Eagles,3500000,3500000,3500000,3500000,1,,,,,,,,,
Jaelan Phillips,EDGE,Dolphins,14018206,3504552,14018206,3504552,1,,,,,,,,,
Graham Barton,C,Buccaneers,14027456,3506864,14027456,3506864,1,,,,,,,,,
Zay Flowers,WR,Ravens,14036440,3509110,14036440,3509110,1,,,,,,,,,
Kenny Pickett,QB,Eagles,14067904,3516976,14067904,3516976,1,,,,,,,,,
Trevor Penning,LT,Saints,14143316,3535829,14143316,3535829,1,,,,,,,,,
Taylor Rapp,S,Bills,10625000,3541667,3675000,1225000,0.35,,,,,,,,,
Jordan Morgan,RG,Packers,14185596,3546399,14185596,3546399,1,,,,,,,,,
Quentin Johnston,WR,Chargers,14188786,3547197,14188786,3547197,1,,,,,,,,,
Reed Blankenship,S,Eagles,3575000,3575000,3935000,3935000,1,,,,,,,,,
Terrion Arnold,CB,Lions,14343710,3585928,14343710,3585928,1,,,,,,,,,
Treylon Burks,WR,Titans,14369590,3592398,14369590,3592398,1,,,,,,,,,
Ashton Dulin,WR,Colts,7200000,3600000,3500000,1750000,0.49,,,,,,,,,
Jaxon Smith-Njigba,WR,Seahawks,14417308,3604327,14417308,3604327,1,,,,,,,,,
Calijah Kancey,IDL,Buccaneers,14493472,3623368,14493472,3623368,1,,,,,,,,,
Morgan Fox,IDL,Chargers,7250000,3625000,3750000,1875000,0.52,,,,,,,,,
Brian Thomas Jr.,WR,Jaguars,14659978,3664995,14659978,3664995,1,,,,,,,,,
Michael Dickson,P,Seahawks,14699059,3674765,7500000,1875000,0.51,,,,,,,,,
Jack Campbell,LB,Lions,14722018,3680505,14722018,3680505,1,,,,,,,,,
Zion Johnson,LG,Chargers,14746680,3686670,14746680,3686670,1,,,,,,,,,
Julian Blackmon,S,Colts,3700000,3700000,3190000,3190000,0.86,,,,,,,,,
Quinyon Mitchell,CB,Eagles,14818096,3704524,14818096,3704524,1,,,,,,,,,
Chop Robinson,EDGE,Dolphins,14976228,3744057,14976228,3744057,1,,,,,,,,,
Adam Trautman,TE,Broncos,7500000,3750000,5000000,2500000,0.67,,,,,,,,,
Antonio Gibson,RB,Patriots,11250000,3750000,5300000,1766667,0.47,,,,,,,,,
Clelin Ferrell,EDGE,Commanders,3750000,3750000,3050000,3050000,0.81,,,,,,,,,
George Odum,S,49ers,7500000,3750000,3575000,1787500,0.48,,,,,,,,,
Jalen Reeves-Maybin,LB,Lions,7500000,3750000,5245000,2622500,0.7,,,,,,,,,
Matt Prater,K,Cardinals,7500000,3750000,4000000,2000000,0.53,,,,,,,,,
Michael Pierce,IDL,Ravens,7500000,3750000,3814722,1907361,0.51,,,,,,,,,
Nelson Agholor,WR,Ravens,3750000,3750000,3750000,3750000,1,,,,,,,,,
Patrick Ricard,FB,Ravens,11250000,3750000,4500000,1500000,0.4,,,,,,,,,
Nick Folk,K,Titans,3755000,3755000,3500000,3500000,0.93,,,,,,,,,
Jahan Dotson,WR,Eagles,15048356,3762089,15048356,3762089,1,,,,,,,,,
Troy Fautanu,LG,Steelers,15055296,3763824,15055296,3763824,1,,,,,,,,,
Christian Gonzalez,CB,Patriots,15102868,3775717,15102868,3775717,1,,,,,,,,,
Jared Verse,EDGE,Rams,15134346,3783587,15134346,3783587,1,,,,,,,,,
Amarius Mims,RT,Bengals,15371558,3842890,15371558,3842890,1,,,,,,,,,
Emmanuel Forbes,CB,Commanders,15407568,3851892,15407568,3851892,1,,,,,,,,,
Durham Smythe,TE,Dolphins,7750000,3875000,5500000,2750000,0.71,,,,,,,,,
Mac Jones,QB,Jaguars,15586340,3896585,15586340,3896585,1,,,,,,,,,
Cairo Santos,K,Bears,15600000,3900000,3383333,845833,0.22,,,,,,,,,
Dallas Turner,EDGE,Vikings,15766862,3941716,15766862,3941716,1,,,,,,,,,
Alijah Vera-Tucker,RT,Jets,15885034,3971259,15885034,3971259,1,,,,,,,,,
Kenyon Green,LG,Texans,15953406,3988352,15953406,3988352,1,,,,,,,,,
Andrew Billings,IDL,Bears,8000000,4000000,5060000,2530000,0.63,,,,,,,,,
Anfernee Jennings,EDGE,Patriots,12000000,4000000,5500000,1833333,0.46,,,,,,,,,
Brandon Graham,EDGE,Eagles,4000000,4000000,4000000,4000000,1,,,,,,,,,
Brock Wright,TE,Lions,12000000,4000000,4600000,1533333,0.38,,,,,,,,,
Charlie Woerner,TE,Falcons,12000000,4000000,4160000,1386667,0.35,,,,,,,,,
Chukwuma Okorafor,RT,Patriots,4000000,4000000,3125000,3125000,0.78,,,,,,,,,
Connor Williams,C,Seahawks,4000000,4000000,2980000,2980000,0.75,,,,,,,,,
Demarcus Robinson,WR,Rams,4000000,4000000,4000000,4000000,1,,,,,,,,,
Devin White,LB,Eagles,4000000,4000000,3500000,3500000,0.88,,,,,,,,,
E.J. Speed,LB,Colts,8000000,4000000,3920000,1960000,0.49,,,,,,,,,
Jamaal Williams,RB,Saints,12000000,4000000,8150000,2716667,0.68,,,,,,,,,
Jameis Winston,QB,Browns,4000000,4000000,4000000,4000000,1,,,,,,,,,
Jordan Hicks,LB,Browns,8000000,4000000,4500000,2250000,0.56,,,,,,,,,
Josh Metellus,S,Vikings,8000000,4000000,5135000,2567500,0.64,,,,,,,,,
K.J. Osborn,WR,Patriots,4000000,4000000,3180000,3180000,0.8,,,,,,,,,
Nate Herbig,RG,Steelers,8000000,4000000,2920000,1460000,0.37,,,,,,,,,
Quinton Jefferson,IDL,Browns,4000000,4000000,3660000,3660000,0.92,,,,,,,,,
Rakeem Nunez-Roches,IDL,Giants,12000000,4000000,5465000,1821667,0.46,,,,,,,,,
Sebastian Joseph-Day,IDL,Titans,4000000,4000000,3575000,3575000,0.89,,,,,,,,,
Yosuah Nijman,LT,Panthers,8000000,4000000,3960000,1980000,0.5,,,,,,,,,
Zack Moss,RB,Bengals,8000000,4000000,3000000,1500000,0.38,,,,,,,,,
Byron Murphy,IDL,Seahawks,16083122,4020781,16083122,4020781,1,,,,,,,,,
Davis Mills,QB,Texans,8116000,4058000,6316000,3158000,0.78,,,,,,,,,
Kyle Hamilton,S,Ravens,16255088,4063772,16255088,4063772,1,,,,,,,,,
Alec Ingold,FB,Dolphins,12200000,4066667,6080000,2026667,0.5,,,,,,,,,
Foster Moreau,TE,Saints,12234000,4078000,8020000,2673333,0.66,,,,,,,,,
Will McDonald IV,EDGE,Jets,16321664,4080416,16321664,4080416,1,,,,,,,,,
Chase McLaughlin,K,Buccaneers,12300000,4100000,5000000,1666667,0.41,,,,,,,,,
Khalen Saunders,IDL,Saints,12300000,4100000,4600000,1533333,0.37,,,,,,,,,
Jeremy Chinn,S,Commanders,4105000,4105000,3495000,3495000,0.85,,,,,,,,,
Jake Brendel,C,49ers,16500000,4125000,5000000,1250000,0.3,,,,,,,,,
Raheem Mostert,RB,Dolphins,4130000,4130000,3710000,3710000,0.9,,,,,,,,,
Broderick Jones,LT,Steelers,16626364,4156591,16626364,4156591,1,,,,,,,,,
Rashawn Slater,LT,Chargers,16631758,4157940,16631758,4157940,1,,,,,,,,,
Greg Zuerlein,K,Jets,8400000,4200000,4200000,2100000,0.5,,,,,,,,,
Jonnu Smith,TE,Dolphins,8400000,4200000,3960000,3960000,0.47,,,,,,,,,
Wil Lutz,K,Broncos,8400000,4200000,4510000,2255000,0.54,,,,,,,,,
Austin Ekeler,RB,Commanders,8430000,4215000,4210000,2105000,0.5,,,,,,,,,
Dane Jackson,CB,Panthers,8500000,4250000,5125000,2562500,0.6,,,,,,,,,
Devin Duvernay,WR,Jaguars,8500000,4250000,5700000,2850000,0.67,,,,,,,,,
Mack Wilson,LB,Cardinals,12750000,4250000,6445000,2148333,0.51,,,,,,,,,
Ronald Darby,CB,Jaguars,8500000,4250000,5500000,2750000,0.65,,,,,,,,,
Ryan Bates,C,Bears,17000000,4250000,8850000,2212500,0.52,,,,,,,,,
Tre'Davious White,CB,Rams,4250000,4250000,3250000,3250000,0.77,,,,,,,,,
Jordan Davis,IDL,Eagles,17009278,4252320,17009278,4252320,1,,,,,,,,,
Laiatu Latu,EDGE,Colts,17031894,4257974,17031894,4257974,1,,,,,,,,,
Tyrel Dodson,LB,Seahawks,4260000,4260000,1000000,1000000,0.24,,,,,,,,,
Micah Parsons,EDGE,Cowboys,17079792,4269948,17079792,4269948,1,,,,,,,,,
Taliese Fuaga,LT,Saints,17348158,4337040,17348158,4337040,1,,,,,,,,,
Lukas Van Ness,EDGE,Packers,17388096,4347024,17388096,4347024,1,,,,,,,,,
Jameson Williams,WR,Lions,17461792,4365448,17461792,4365448,1,,,,,,,,,
Jason Sanders,K,Dolphins,22000000,4400000,7520000,1504000,0.34,,,,,,,,,
Jahmyr Gibbs,RB,Lions,17845138,4461285,17845138,4461285,1,,,,,,,,,
Jarran Reed,IDL,Seahawks,9000000,4500000,4190000,2095000,0.47,,,,,,,,,
Jimmie Ward,S,Texans,4500000,4500000,8750000,8750000,1,,,,,,,,,
Joe Flacco,QB,Colts,4500000,4500000,4500000,4500000,1,,,,,,,,,
Jordan Whitehead,S,Buccaneers,9000000,4500000,4500000,2250000,0.5,,,,,,,,,
Josh Reynolds,WR,Broncos,9000000,4500000,4245000,2122500,0.47,,,,,,,,,
Kamren Curl,S,Rams,9000000,4500000,6000000,3000000,0.67,,,,,,,,,
Kyle Van Noy,EDGE,Ravens,9000000,4500000,5250000,2625000,0.58,,,,,,,,,
Lorenzo Carter,EDGE,Falcons,9000000,4500000,5250000,2625000,0.58,,,,,,,,,
Shelby Harris,IDL,Browns,9000000,4500000,3990000,1995000,0.44,,,,,,,,,
Will Hernandez,RG,Cardinals,9000000,4500000,4500000,2250000,0.5,,,,,,,,,
Brock Bowers,TE,Raiders,18138784,4534696,18138784,4534696,1,,,,,,,,,
George Fant,LT,Seahawks,9100000,4550000,3700000,1850000,0.41,,,,,,,,,
Kyle Juszczyk,FB,49ers,9100000,4550000,4000000,2000000,0.44,,,,,,,,,
Shaquill Griffin,CB,Vikings,4550000,4550000,3990000,3990000,0.88,,,,,,,,,
Daniel Carlson,K,Raiders,18400000,4600000,4255556,1063889,0.23,,,,,,,,,
Amik Robertson,CB,Lions,9250000,4625000,4500000,2250000,0.49,,,,,,,,,
Bo Nix,QB,Broncos,18613166,4653292,18613166,4653292,1,,,,,,,,,
Will Dissly,TE,Chargers,14000000,4666666,1000000,333333,0.07,,,,,,,,,
Justin Fields,QB,Steelers,18871952,4717988,18871952,4717988,1,,,,,,,,,
Jeff Okudah,CB,Texans,4750000,4750000,2500000,2500000,0.53,,,,,,,,,
Trent Brown,RT,Bengals,4750000,4750000,2000000,2000000,0.42,,,,,,,,,
Chris Olave,WR,Saints,19271872,4817968,19271872,4817968,1,,,,,,,,,
Younghoe Koo,K,Falcons,24250000,4850000,8000000,1600000,0.33,,,,,,,,,
Alaric Jackson,LT,Rams,4890000,4890000,0,0,0,,,,,,,,,
Peter Skoronski,LG,Titans,19673320,4918330,19673320,4918330,1,,,,,,,,,
Jedrick Wills,LT,Browns,19702914,4925729,19702914,4925729,1,,,,,,,,,
Andy Dalton,QB,Panthers,10000000,5000000,8000000,4000000,0.8,,,,,,,,,
Anthony Nelson,EDGE,Buccaneers,10000000,5000000,5500000,2750000,0.55,,,,,,,,,
Chris Boswell,K,Steelers,20000000,5000000,9760000,2440000,0.49,,,,,,,,,
David Long Jr.,LB,Dolphins,10000000,5000000,5500000,2750000,0.55,,,,,,,,,
De'Vondre Campbell,LB,49ers,5000000,5000000,4560000,4560000,0.91,,,,,,,,,
Drew Lock,QB,Giants,5000000,5000000,4950000,4950000,0.99,,,,,,,,,
Isaiah Simmons,LB,Giants,2000000,5000000,1425000,1425000,0.71,,,,,,,,,
Jarrett Stidham,QB,Broncos,10000000,5000000,5000000,2500000,0.5,,,,,,,,,
Kyzir White,LB,Cardinals,10000000,5000000,6000000,3000000,0.6,,,,,,,,,
Morgan Moses,RT,Jets,15000000,5000000,5500000,1833333,0.37,,,,,,,,,
Nathan Shepherd,IDL,Saints,15000000,5000000,10180000,3393333,0.68,,,,,,,,,
Xavier Woods,S,Panthers,15000000,5000000,6035000,2011667,0.4,,,,,,,,,
Alohi Gilman,S,Chargers,10125000,5062500,5625000,2812500,0.56,,,,,,,,,
Tyler Bass,K,Bills,20400000,5100000,9410000,2352500,0.46,,,,,,,,,
Folorunso Fatukasi,IDL,Texans,5125000,5125000,4625000,4625000,0.9,,,,,,,,,
Olu Fashanu,LT,Jets,20510710,5127678,20510710,5127678,1,,,,,,,,,
Garrett Wilson,WR,Jets,20554006,5138502,20554006,5138502,1,,,,,,,,,
Patrick Mekari,LT,Ravens,15450000,5150000,7100000,2366667,0.46,,,,,,,,,
Darnell Wright,RT,Bears,20968270,5242068,20968270,5242068,1,,,,,,,,,
Broderick Washington,IDL,Ravens,15750000,5250000,10000000,3333333,0.64,,,,,,,,,
Garrett Bradbury,C,Vikings,15750000,5250000,5150000,1716667,0.33,,,,,,,,,
Kalif Raymond,WR,Lions,10500000,5250000,8150000,4075000,0.78,,,,,,,,,
Mitch Morse,C,Jaguars,10500000,5250000,7000000,3500000,0.67,,,,,,,,,
Jason Myers,K,Seahawks,21100000,5275000,8665000,2166250,0.41,,,,,,,,,
Jaycee Horn,CB,Panthers,21112146,5278037,21112146,5278037,1,,,,,,,,,
Dustin Hopkins,K,Browns,15900000,5300000,8362500,2787500,0.53,,,,,,,,,
Ka'imi Fairbairn,K,Texans,15900000,5300000,11060000,3686667,0.7,,,,,,,,,
Jahlani Tavai,LB,Patriots,16000000,5333333,9000000,3000000,0.56,,,,,,,,,
Nick Allegretti,LG,Commanders,16000000,5333333,9020000,3006667,0.56,,,,,,,,,
Charles Cross,LT,Seahawks,21383626,5345907,21383626,5345907,1,,,,,,,,,
Drake London,WR,Falcons,21534472,5383618,21534472,5383618,1,,,,,,,,,
Jalen Carter,IDL,Eagles,21806184,5451546,21806184,5451546,1,,,,,,,,,
J.J. McCarthy,QB,Vikings,21854796,5463699,21854796,5463699,1,,,,,,,,,
Bijan Robinson,RB,Falcons,21958544,5489636,21958544,5489636,1,,,,,,,,,
Deatrich Wise,EDGE,Patriots,22000000,5500000,10000000,2500000,0.46,,,,,,,,,
Devin Singletary,RB,Giants,16500000,5500000,9500000,3166667,0.58,,,,,,,,,
Evan McPherson,K,Bengals,16500000,5500000,5000000,1666667,0.3,,,,,,,,,
Graham Gano,K,Giants,16500000,5500000,11335000,3778333,0.69,,,,,,,,,
Cameron Dicker,K,Chargers,22004000,5501000,8735000,2183750,0.4,,,,,,,,,
Matt Gay,K,Colts,22500000,5625000,10060000,2515000,0.45,,,,,,,,,
Rome Odunze,WR,Bears,22724500,5681125,22724500,5681125,1,,,,,,,,,
Michael Penix Jr.,QB,Falcons,22882636,5720659,22882636,5720659,1,,,,,,,,,
Colton McKivitz,RT,49ers,5850000,5850000,4535000,4535000,0.78,,,,,,,,,
Mo Alie-Cox,TE,Colts,17550000,5850000,8200000,2733333,0.47,,,,,,,,,
A.J. Epenesa,EDGE,Bills,12000000,6000000,6560000,3280000,0.55,,,,,,,,,
Alex Singleton,LB,Broncos,18000000,6000000,9000000,3000000,0.5,,,,,,,,,
Cole Holcomb,LB,Steelers,18000000,6000000,4920000,1640000,0.27,,,,,,,,,
David Montgomery,RB,Lions,18000000,6000000,8750000,2916667,0.49,,,,,,,,,
Donte Jackson,CB,Steelers,6000000,6000000,4750000,4750000,0.79,,,,,,,,,
Ethan Pocic,C,Browns,18000000,6000000,10000000,3333333,0.56,,,,,,,,,
Gerald Everett,TE,Bears,12000000,6000000,6060000,3030000,0.51,,,,,,,,,
Hjalte Froholdt,C,Cardinals,12000000,6000000,7250000,3625000,0.6,,,,,,,,,
Jake Elliott,K,Eagles,24000000,6000000,9700000,2425000,0.4,,,,,,,,,
John Simpson,LG,Jets,12000000,6000000,6000000,3000000,0.5,,,,,,,,,
Justin Tucker,K,Ravens,24000000,6000000,14000000,3500000,0.58,,,,,,,,,
Keisean Nixon,CB,Packers,18000000,6000000,6500000,2166667,0.36,,,,,,,,,
Kevin Zeitler,RG,Lions,6000000,6000000,5490000,5490000,0.92,,,,,,,,,
Marcus Epps,S,Raiders,12000000,6000000,7755000,3877500,0.65,,,,,,,,,
Marcus Mariota,QB,Commanders,6000000,6000000,5390000,5390000,0.9,,,,,,,,,
Mike Hilton,CB,Bengals,24000000,6000000,6000000,1500000,0.25,,,,,,,,,
Noah Gray,TE,Chiefs,18000000,6000000,10016000,3338667,0.56,,,,,,,,,
Quincy Williams,LB,Jets,18000000,6000000,9000000,3000000,0.5,,,,,,,,,
Rayshawn Jenkins,S,Seahawks,12000000,6000000,6260000,6260000,0.52,,,,,,,,,
Ted Karras,C,Bengals,6000000,6000000,3000000,3000000,0.5,,,,,,,,,
